Paper ID,Journal Name,Journal Publisher
86d9d0bbf4cd0188ccfd204c8b3eb9d32f600f66,Latino Studies,"Palgrave Macmillan Ltd.HoundmillsBasingstoke, Hants.RG21 6XS"
fb187bb19a70bd5eec2699f49741a6c930579c1c,Journal of Refugee Studies,
7b0c671a15ca2554bb384fe8312dc7b79467b199,Race & Class,
f9bbdbddc4696b31b927d668f15c3d9c209e2e18,International Journal of Intercultural Relations,
2c590b3ef26f41697cfb1fa77bdbbc7d6f8dd0c6,Ethnicity and Health,
c2a09bec172bdd1f05091099cb0f10da13e69679,Refugee Survey Quarterly,Oxford University Press
51b48ed97370ce5262c13a8bb8d494b152ec0e70,Journal of Ethnic and Migration Studies,
9236569d14f170a686018d3f6e857d8db35ba0fa,International Migration,
ba71e37fe4ce2dfb0658fc17d51b4fb7b33cfa0b,IZA Journal of Migration,SpringerOpen
f19d12e53e2f50b5a63340d71c14ad72dc1d8c8e,Patterns of Prejudice,Routledgeinfo@tandf.co.uk
0e2fc2be44e0ab0054d8fa18c51b1a211eec5496,Race and Class,
a9df3f5d776cf7c9c7166175ccb658028927384b,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.
118f11024bda6c9378bb82064cf4fa0d6658562b,European Journal of Migration and Law,Brill Nijhofforders@brill.nl
526545bd8a0b17e0db6b1f69d9779206b3bd107a,Global Networks,
c714514159db69dfaff4f5718d89328d90c00039,International Migration,Blackwell Publishing Ltd
43719502f15071f5fb261f712fccb4ebd823ff75,Comparative Migration Studies,Springer
9a58b73f557a45672475a9a35460dc65fb7f7cb8,Patterns of Prejudice,
6f4927bdf62785b02b493a061961b3d20e8db29d,Citizenship Studies,Routledgeinfo@tandf.co.uk
324ec396e6dfbf864d3d6631878f9a8ad37406b4,Latino Studies,"Palgrave Macmillan Ltd.HoundmillsBasingstoke, Hants.RG21 6XS"
fd1e0ca41f107428724fb9f85391431389107585,Race & Class,
52b71e7e3620c27c29409bcf6afb59608427db44,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
6709c0a9a2bd93dc79b2135d5082dfbbb9ef07a6,"Language, Culture and Curriculum",
582c5892a894657b91dee5ea8b8f53f29e55130d,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
9444a18392dabd94854cdbc70583fb4d0437c50f,Identities,Routledgeaabs@uw.edu
6d02a153457eeb2f9f6f43a5fae95175fa5d17ea,Journal of Black Studies,
2a7a7b8438d0ca7425b1473b7648f5556f70d80b,Journal of Black Studies,
5bbcaa7604d4a37c4414a39f3b96a1858bd80db5,International Migration,
b052816b81015a2ce0334dfb42150ecb936bd9e1,Patterns of Prejudice,
5caaa8d777506d2db3bad3d2ff51aea833a1c1ea,International Migration Review,
1c602a47721a01ab1e3fc6cc089ab30abfeace52,Journal of Refugee Studies,
5262db79d1abbdb3dd06ca8fae8f6159963b369f,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
ec72db304dfbbe93feecfd28b558bdc0f347dc63,Patterns of Prejudice,SAGE Publications Ltd
92f65d74ffb8f05f793a263633d7c05592c1484a,Race & Class,
8189608c43eed1f193479eeb095165c02aaa6815,Journal of Ethnic and Migration Studies,
39bc6349524f8d4e754efa601d1c82a0fec2794d,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
515f5949be2f42d6554f4c464df50a2b27fec0b7,Cultural Diversity and Mental Health,
d84a46a3822b90aee5c911eb5920d93ff9f9a458,International Journal of Intercultural Relations,
1120777cf00fff791e42ccd9f0e99416d562e46d,Race Ethnicity and Education,
eeb6416516acc21f5685a8748690ac99e5d5c6c9,Journal of Black Studies,
3d55718e13e98e6ede3414659f97128587157102,Patterns of Prejudice,
44bd3534c0b6e38187d65e7e31bb904e092bbb87,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
286691f742de693644253b76ca96c96b3f3b6d5b,Mobilities,Routledgeinfo@tandf.co.uk
6b1bb82cb2918c70f7a83396f22f9611bc2e5dc0,Journal of Intercultural Studies,Routledgeinfo@tandf.co.uk
c193e87756b0900ffd17473fbf94d927b65ceb6c,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
3ad2a7f11fe12fca29bebeae8741de32d2f7b76d,Refugee Survey Quarterly,
1d8bbf2fee59e52d6e8d2a3a69312740383b95dd,International Migration,Blackwell Publishing Ltd
363091fe29ec398af3459e0dadd81b2df2f70b41,Refugee Survey Quarterly,
0f583aca8ec2fbd9f47291a28c87d875494d47ad,International Migration Review,
d17878305aac827fc19392630a4561e1d3b8e778,International Migration,
e4e0519ef1f3efa43cadf32e865695b74efbcd16,International Migration,Blackwell Publishing Ltd
a42741d511da9d6f0a07d4813ca4536da098993a,Citizenship Studies,Carfax Publishing Company
313cea4b9a36252402d780c09a8cb1f77513c524,Journal of Immigrant and Refugee Studies,
93a8ce50f5b3584ea2b02f50719d481fa8db1646,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
3d34d6eca1aa26e73da7ebc38bb7c5fbf42d6af3,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
db3580203e5f243342a92afc03e3b49356136954,Patterns of Prejudice,
94e2a659dad4c8a004dd6ae0cb9d1b8d911ecf09,International Migration Review,Blackwell Publishing Inc.subscrip@blackwellpub.com
8fddac7dcc4c8c74261126f192990c879d676eaf,Mobilities,Routledgeinfo@tandf.co.uk
3111ccf41b2a273867f62127f16692ab969698f2,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
d077998197c1c0f427b34da3bf3a47d8688484ce,Journal of Black Studies,
0282b8ce87eebd28fd7596341896301070ff52a2,Journal of International Migration and Integration,
d4d250a1268d7facbaf4d68ba36b79bf81b09f7d,Cultural Diversity and Ethnic Minority Psychology,
4e1e0e8da850690f26278d59c3a4096456854999,Ethnic and Racial Studies,
b1dde57830312fef621e59e2f5750f65a0abf68e,Citizenship Studies,
d499720eda17850a1da70693bd5d76923ed180b8,International Migration Review,SAGE Publications Ltdinfo@sagepub.co.uk
e07ced47e3f3ab8cb365c2ed48ca47b76fb5c0df,Global Networks,
53ac2734419e97bc1060f71a2a292eaf409979a4,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
9e6859be7416a908be681c2393636c5568ea2db4,Ethnic and Racial Studies,
f608c40f1e3977feb1f249314fd9b50bf00cc865,Asian and Pacific Migration Journal,Scalabrini Migration Center
04b5f2fbe259e3c5a56bc6b474587450655be147,Journal of Black Studies,
40beb38a42ec413d756898d20561d319982d80fa,Latino Studies,
bfadd6fdcf630c126e75bc912b57d4efd30fc428,International Migration,
c905d5dee71c8ac47a8ba7dfe9126fdc4b8cd51b,Journal of Diversity in Higher Education,American Psychological Association Inc.journals@apa.org
8cc4066caaf50090ff2a35dde3fc0143bf3f1c4e,International Migration,
1125f63185865ecef2bef5fd6951b590d1431603,Identities,
ffde24217b7285daff68b918e4c2b49223d6fa3b,International Journal of Intercultural Relations,
0de674292006a6b25df25fb1c3242997cc920844,Citizenship Studies,
ffff5db8ba1476bc84f4c55c3bbff244726c4d05,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
1ce6244a24f6f1aa49b0ffb4f0a888eac361bc4b,Journal of Black Studies,
7f36bb49dcf832a3a606eb19a9dfd487ac47b52e,Race Ethnicity and Education,
12b1f122a4f1ae3ec66a03c55649b7d2d9d01ca8,Journal of Ethnic and Migration Studies,
39407e00edc4b1f8cfd10da8336bdced51a7a19b,Ethnic and Racial Studies,
ae7276dbc0a899230ae02ba7ba220b54f27c4103,Population & Development Review,
c69d10c95a08c0b92b3ba59d48c41f36d2621725,International Migration,Blackwell Publishing Ltd
2e5f68b7b6ea51c427a78a104587a77c3ee18e11,Journal of Ethnic and Migration Studies,
053f32dc7cb9705596f9901f418adf3cbee3341a,Journal of Intercultural Studies,
a5355a3ca3f9211c8236140b73299490d8991b4a,Global Networks,
05267b5ea7581b6ff030fc712ab69a63d44a4348,Patterns of Prejudice,Routledgeinfo@tandf.co.uk
c37bb8056d9ae92f513a73a5908ebb573d0f411b,"International Journal of Migration, Health and Social Care","Emerald Group Publishing Ltd.Howard HouseWagon Lane, BingleyBD16 1WA"
ec7b4efd38655aed5e2eb405e8ea742ecf212269,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
87b148f0653ca5915be11a12bf27fab61a404d5b,Journal of Ethnic and Migration Studies,
b2ed27999674f33ee390867ef64ad9c2ec350d72,International Migration,Blackwell Publishing Ltd
570fb7aab6e552cd9362a01dc399b24df5826fc4,Patterns of Prejudice,
3ac7b68c8b4887bc0105b435d32de8bd3d2c01e4,Race & Class,
daaeae5130a6635fd321e8e41afbe1359f86d47a,International Migration,
456bc42e19e8537501cae47be160cbd403c23ffc,Cultural Diversity and Ethnic Minority Psychology,
6e37a7cea5fc492098a216997acf286e7598951e,Population and Development Review,Population Council
ca1171f20e23e053876ec03e57fde098e104d9c2,"Language, Culture and Curriculum",Multilingual Matters Ltd
56623e39a31d8887490567edf1265541eb8e4328,International Journal of Intercultural Relations,
cc00bb804e6c5d8132a84801a18260638b30d7b9,Journal of Ethnic and Migration Studies,
21410ea975da62c434e00d591736b4e82849a197,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
ec12da4d52342d3fc12a759b35b1534c6135f939,Refugee Survey Quarterly,
1c76d84a1c0611a2ab39154cdc1cc4a5cce3f962,Journal of Immigrant and Refugee Studies,Routledgeaabs@uw.edu
716a2eaeed63c910a67861a8979082981b39ce80,International Journal of Intercultural Relations,Elsevier Ltd
0ef240754e7fc8122632468669cd04fc434d6d4c,International Journal of Intercultural Relations,
0391870188516f020c5e0691045dffd3bbe5469f,Population and Development Review,
07b7680ee3c712705011f9343b9a8a2fe1b6bb7e,Race & Class,
6c7b0fb4071d3a6b4a67c8a10f674c73ba98fc3d,Patterns of Prejudice,
b1d2caa85e85aa0e756d323a345377d0fc7569cd,Patterns of Prejudice,
cd2dc7df1793d26667b7de4240a2aa16d6d90292,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
75af6790bde37f85406ef7b189d6b1961bf11cb4,"Language, Culture and Curriculum",
c6efb1211e8d3fa5ce460cc35e57b5900d8a4c52,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
fd4e2e954b1f9c2dc557bd08c74eba9b2ed2962d,Journal of International Migration and Integration,Springer Science and Business Media B.V.editorial@springerplus.com
de924a1462bdbda9f907f598f43e20a95d67cc8b,Population and Development Review,
74fa889e64fc8b069cb031afda7ff93ff600113c,International Migration Review,
7beec051a966eb2320fd56ee41e58c81a67d4064,International Migration,Blackwell Publishing Ltdinfo@royensoc.co.uk
0e2b0e47bdcfef2cadc14047c077bc83152e27da,Ethnicity and Health,Routledgeinfo@tandf.co.uk
8629d5abb6b7de3fe691f623f2f5cd80c8d1c153,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
2ec0464b68185502ea32f5a5a0ee2885cf3d2d7d,Journal of Immigrant and Refugee Studies,Routledgeaabs@uw.edu
1e737e585a9ec4aaf03dd0ffe333457e46555258,Migration Letters,Migration Letterssales@tplondon.com
c99ca3f475d687b9439c2d77d4fabb7005558a60,International Migration,
6615eeda9043e97510f110a03aacec247e8b52ed,Population and Development Review,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
f9d0e31ce6aa768c8c7fd09ac282c8e59043ce08,International Migration Review,
3ef1538d61eaf9fb121085c4f6ebbb61d7a04c37,Race & Class,
829df8d0ce35e0676c515fe6b4cf7aa8d3f4d4c0,Ethnicity and Health,
7c9fd19ff6677752fba323d43be2122569facded,Patterns of Prejudice,
edcb80538b74bbef1cac429aa6e6f3f1923ea1e5,Population and Development Review,
b3b2f99957dd33b727cedc6f10df21d0199a4fa0,Journal of Ethnic and Migration Studies,
803c11548cddf62627515d19b49ada0d815a82dc,Journal of Ethnic and Migration Studies,
f071a8f5ec429eee4dbbd05b05518addf356fd06,"Language, Culture and Curriculum",
f2dad86369328af8230c054afe61d93506012959,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
f22cee638cfc3ee86da91b6855fbeef6b1d3d0d6,Patterns of Prejudice,
c24974ced35610269cd14e92b7daa6aa0230c267,Journal of Ethnic and Migration Studies,
0aff6bab50a7f51d56247ef1e0b9c73a50c6d6c9,Journal of International Migration and Integration,Springereditorial@springerplus.com
ad49bbafbda57f151596ebd038a5bf55eae9e09a,Race Ethnicity and Education,Carfax Publishing Company
49136ccc1993332dde6da8018eb621b24bdfa749,Race & Class,
6473ef189ccf0a604cbd90fccc07e49e3cc1c7da,Journal of Ethnic and Migration Studies,
ff01fc43c039f1dc9b4d6a2b9c4361112f52f5c3,Mobilities,Routledgeinfo@tandf.co.uk
4465795baf0d107baae5f0ecf675601418cedcc0,International Journal of Intercultural Relations,
532d16c0b0c5388850675bd41dd6a181ebf7f2bf,"Population, Space and Place","John Wiley and Sons LtdSouthern GateChichester, West SussexPO19 8SQvgorayska@wiley.com"
dc5ccac4e3d83e6ac413fe0b9fe52f3a699e403d,Asian and Pacific Migration Journal,Scalabrini Migration Centerclaims@sagepub.com
cf64a01e9933c0a50e79c82894471cc45ca6451b,Asian and Pacific Migration Journal,"Scalabrini Migration Center40 Matapat St.Bay Pinyahan, 1100 Quezon city"
20c95e9ddad26fc736b8c41c1c73ccef2e8f9c72,Journal of Black Studies,SAGE Publications Inc.
92f5f029c76c4266b2327a7f4ccbb0a70627ee96,International Journal of Intercultural Relations,
bb78703a6d31b8a5a44efc1d95529d8d87a49656,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
1c9a00f89f29dbcd98ff9758e7710d7f81cd9318,International Migration Review,
63147b6ea50b3919790b9c6130f3ea9446de97d4,Journal of Immigrant and Refugee Studies,
c89f1be6b6b423ee33fd24241c9eeaf4d32f3acc,Asian and Pacific Migration Journal,Scalabrini Migration Centerclaims@sagepub.com
16b484ed7aa346dd40c3f3386763df44e7e45536,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
435435807b23cd7e0e9db89c90d8033ea9161fd1,Cultural Diversity and Ethnic Minority Psychology,
a548c7ed912143e89e1bae30d84ee4fa6c71089b,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
1216097d8f6835f4d8607fa182f7afb94406b2f8,Migration Letters,Transnational Press London Ltdsales@tplondon.com
f501db9af2d5c4dfff0576610235dbf68dfbb77f,Journal of Immigrant and Refugee Studies,
4df0f65925d3ebeab99f7fc88fb2c3751151353d,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
eb10fb819ea1898913f783284130644353dcd71c,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
0de8e394630c914bef7d231c6f9356dc3df709ea,Journal of Ethnic and Migration Studies,Carfax Publishing Company
6d0d59291058781154162220624b29f6f21dd446,Ethnic and Racial Studies,
47d8d8fd809fe022d785360bf5393bc917b7e85d,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
47852fc4942429d09c8124659661ac7fc6636511,"Language, Culture and Curriculum",
73bc4583475aa1457212cc686b10d794cadcabcf,Mobilities,
321dcbf3d1b2f15ff4fa9c032a90a522b09387dd,Journal of International Migration and Integration,Springereditorial@springerplus.com
3e1e798f8be6cba7e8a86ba3f9ec930bd7dd385a,Citizenship Studies,
328942dfcc13b80c707130acbcf7ace3ee048cec,Identities,
c134f72fa271ccade74d988eb1cb026224786a70,Ethnic and Racial Studies,
55982d84949658806de70cfca39f8c85efc98973,International Journal of Intercultural Relations,
ea231f2f45565318dce5800c141d25058c7d8d9a,Asian and Pacific Migration Journal,Scalabrini Migration Center
bbd83c4783c68de1b56c4d0061f1392a678389e2,Journal of Ethnic and Migration Studies,
4618c34f5324d6ca00b861561af68cc1ad3efac6,International Migration Review,
67c0cad982482333b0d295208394c63eb2fe73e2,Journal of Immigrant and Refugee Studies,Routledgeaabs@uw.edu
9ebf6c63ec9de7af5e43f7d44ed327c007803afa,Journal of Intercultural Studies,Routledgeinfo@tandf.co.uk
787020333277396f1e0e6d4a216299f344304ea2,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
9629321d3de0dc3fe1f05500c629f073ac40aef8,Journal of Intercultural Studies,
6119c46d2fbb16aedc8ecb233482b372fcd881ac,Journal of Studies in International Education,
f7c943f74dbcaef165ea8daa59f1a233e736eea3,Ethnicity and Health,Routledgeinfo@tandf.co.uk
9d2fe75ddbfbef2f3cb0648165d51ac00550cf09,Comparative Migration Studies,Springer
e1d4aadfcbff4b3ebb78fd53d4f9f815d2c640e8,International Migration Review,
c21da227734e856d3b6e115ab51f6fa193c77329,Latino Studies,
90974f94ff7d05e8d66ec12cf48ef35434dce042,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
cf0a48a2a36de30280465111684eaec9180b4126,International Journal of Intercultural Relations,Elsevier Ltd
d20bcb42f666a3c2347c96277c84fa3f7ded3961,Population & Development Review,
54b970a87605ab9930049c5260fd5a0011dca206,International Migration Review,Center for Migration Studies
9d22ad907d54d857da7ab491e8c32fc020035ad7,Journal of Intercultural Studies,Routledgeinfo@tandf.co.uk
567060f7e07ea4b5ec0d2c1198249fe70fc99036,International Journal of Intercultural Relations,
b013a39d6f48d9063bf6cb6bce969d01077d40df,Journal of Refugee Studies,
a9165ccee0544556e1a7e7bb79c0100910452872,Journal of Refugee Studies,Oxford University Press
79c455ca928eac54255b061ccfe0bee2b2fdf0aa,Journal of Studies in International Education,
f5bc195d8aa7d970c595062763bfb7b0e6992300,Patterns of Prejudice,
58419c0a45a6ae19c41bb0847010107d79aa34de,"Language, Culture and Curriculum",Routledgeinfo@tandf.co.uk
bded2c1aacc6e959e03bd8ce41c3a52268440870,Ethnic and Racial Studies,
c6792955895e1501a7d34b48adedc9f2425fc4c6,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
f1f0dbef9e1b0ce6f9d4e2ec9ad2145543ec29bb,Patterns of Prejudice,
5dc61f4d610ae69ef0b833317256419c59c15965,Revue européenne des migrations internationales,
220bac596c4fd36be123275824082728a5e01c22,Identities,Taylor and Francis Ltd.
c1bf70a4c4adc98ff0473542df4ccc5ec0b8b478,Journal of Ethnic and Migration Studies,
e4228d5e11a135e2e6825a066c622ed9f0851c96,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
5fc497881c14efdca0012355f73659c1d4b2a993,Citizenship Studies,Routledgeinfo@tandf.co.uk
ca52d7eeef7c09fb1e2c4ed2db9a49ec604d4e8b,Ethnic and Racial Studies,
9d8b2c6e1b20942adb8dd054a7349563f0b99fc6,"Population, Space and Place",
6f2ff173389e0f0a14a61318f2e8c51b3de7711e,Journal of Ethnic and Migration Studies,Carfax Publishing Company
210d2720c5284b381e2b308e0f2e1a16b168a322,Population and Development Review,
576fd2944e4f9085a60f82e242860c59eb766ca0,Journal of Studies in International Education,SAGE Publications Inc.claims@sagepub.com
17703a96e9dc9533ce5df5f71f79934d920a6837,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
740cd0233371125f92e8247748f0eabcbef2cc10,Ethnic and Racial Studies,
dcb890946851fc12f3694d5962b0f118f88ab956,International Migration Review,Blackwell Publishing Inc.subscrip@blackwellpub.com
449f7eff57a1bb25cbeee14d4ba6767ed5d2be62,Journal of Refugee Studies,Oxford University Pressjnl.info@oup.co.uk
fe85876b114102c63a4f24e5b082bdef1d2ac36e,Global Networks,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
92983999d53265aa2ea035a65fd21a0a6cb1b7ab,Journal of International Migration and Integration,Springereditorial@springerplus.com
1a30598001945639ad5bd49df4f8f4e46993d658,International Migration,
047754c13ad5f556e19849d1fbbdb74dc54fa7f4,International Migration,Blackwell Publishing Ltd
5d1ab30e98e5ec44f0181b2dfaf8159dc5b20506,Journal of Studies in International Education,SAGE Publications Inc.claims@sagepub.com
96be371bf25bfebdc49b823419309c615e9ca16b,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
28b0671d77c1249b4efc95ecf5bf4418dab6e556,Journal of Intercultural Studies,
69976bacc3bda3d85012b2632558064971ed5b17,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
945c94cb7f34f92ece8734651c0359740b4b03c5,Journal of Diversity in Higher Education,
0d38be07180077ac3a9355e0aade4ee91fceb045,Journal of Ethnic and Migration Studies,
185218eb65284158969f0d062be0f9a958092da6,Journal of Intercultural Studies,Routledgeinfo@tandf.co.uk
c08e1de56f9dbf7e3ad150627263db0c5ce4bb3e,Race & Class,
b1e0c1f94c56744e2303e6b2985aa1579a40a836,International Journal of Intercultural Relations,Elsevier Ltd
40f53c492f2e8c4ee705a21f0baa65136de5fa7d,International Journal of Intercultural Relations,Elsevier Ltd
f022a2eafb43b0878ca2715963ce721f7699c275,Patterns of Prejudice,
b49fb07960a4f7697ad4792d652bd4dbf76fb2a4,Journal of Ethnic and Migration Studies,
103567762540ea0b9fab56638cfdc0a0f1302e49,Ethnicity and Health,Routledgeinfo@tandf.co.uk
24202c0eab8ed6e9fbde37cf93f6fbd7848d7233,Cultural Diversity and Ethnic Minority Psychology,
df3833c19228deff20e213b908d4c2ecde160c3a,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
d626e7244d48243be467e39fdc6dff5603cb9ba8,International Migration Review,
f0f5c6d85fc625c2e0bc6bc4a9f13a61ac2d6eee,Ethnic and Racial Studies,
18e6744e8ee773a9fa40c75d0387c0f25e92066e,Refugee Survey Quarterly,Oxford University Press
6b4eefb867018cd609ccb3c8e84327659be619c8,Race & Class,
8a8d08b011e877a1dc54f17c71bd76dd590e142e,Studi emigrazione,
4ba7a3852664968abd523d26b873b46ed2e41873,Race Ethnicity and Education,
cc3f61ce3114a932f355da149a80ce93ecc57001,Journal of Ethnic and Migration Studies,
d8df4dac8f4f5513618c0f6fc7880b917112a264,Citizenship Studies,
f2acefa474ce6c4fab68db403a9adb169da5f400,Identities,Taylor and Francis Ltd.
30b1ab9d27b6478098da3eb98aa7efe5768035bf,Citizenship Studies,Routledgeinfo@tandf.co.uk
2495718ee745c9f388d2bd5f80a64d5447e775c7,"Population, Space and Place",John Wiley and Sons Ltdcs-journals@wiley.co.uk
68f956b9cc072cda34e60bda1bd184642b15d9e8,International Journal of Intercultural Relations,
76fcd58615102821372af812834aa00cc6e3ef9e,Citizenship Studies,
b54dcbfb8f0adf5ffa864fc79215bc6d6fcc3385,Ethnic and Racial Studies,
fcc9279bf7662c37cb06016d7efe30929967bca5,"Population, Space and Place","John Wiley and Sons LtdSouthern GateChichester, West SussexPO19 8SQ"
f816955abb7a2780fd7b6e188e160ef1edaf680f,Population and Development Review,
b0855c1a1d41e714547aa7e998b91bc9a62990af,International Migration,Blackwell Publishing Ltd
9ca1f9f443026c23a82901a77331cb0ac765eaf6,Patterns of Prejudice,
c810c96729b8f807985fc4677125d6efe286df01,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
dd8c77649730cf8081cc2946b23b8aa4e5cfd8f6,Latino Studies,"Palgrave Macmillan Ltd.HoundmillsBasingstoke, Hants.RG21 6XS"
b36521067a7d9640d0447c08e69e51089017c979,Asian and Pacific Migration Journal,"Scalabrini Migration Center40 Matapat St.Bay Pinyahan, 1100 Quezon city"
c0f93f620270d0c13c02f85f255e99128621ee40,Journal of Ethnic and Migration Studies,
ccdae0b4e81e9e43a471dfce157c8fd261cc32b5,Race & Class,
dffdfd9f43429ef4795d4ba60da29566e685cdd1,Ethnic and Racial Studies,
3139f1e17d6ef01af2b84b504ce0529a6ffba49a,International Journal of Intercultural Relations,Elsevier Ltd
9e364abba8cca357451e70fc4a33bb16ed217a53,"Population, Space and Place",
4524a524a9d1e78a1c3883a590ea70cba3080605,Global Networks,
d024aca8de47baee10e0203dc16746e8ff58a9f4,International Journal of Intercultural Relations,Elsevier Ltd
58b4c6c4d460ab97a45079a308964784edbdba7b,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
a2cdc1adc827f841022c30632334fe0aaf9c2cd1,Journal of International Migration and Integration,Springereditorial@springerplus.com
2e0518e99749bb0d63048d193b827952da6939e5,Population and Development Review,Population Council
eca9517e9642738a95b4cc0c7081b10da28988fe,International Migration,
9d68b6f2d261dc1091623af16988ddec8db6a50e,Journal of Ethnic and Migration Studies,
09b57306a8e8357ddcb947f865c360007be9ad3f,International Migration,
18d53144bdf32311d1fa212ca4f5ce56e65eec4e,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
121e2bc76910a07d1b2c8a7383e462ac4627cf0a,"Population, Space and Place",
8b4c76be793ad3366fc606b3e9bb16dc31ad225b,Race & Class,
72e2e8e04e487abc0cd738f908e2f97293b3f893,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
f2fa7a0df3a91c1daa6b5a4ed3201d9ede4a29b6,Global Networks,
1e212b0f510c0b0d5637a19f4bbfe3518f956904,Population and Development Review,
36248a53816528124f1382a2e942ae95445cd95f,Ethnic and Racial Studies,
a46a1263afda51979f22501ea2d85bc3284ffe29,Patterns of Prejudice,
a673935f8d2905dda4f6668a4654bfe194274256,Ethnic and Racial Studies,
0074d766f3ebaf47d7dc26f28c83c1700a489305,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
b9e1489ca4aae38e334c40f415e7bf1733902889,Journal of Diversity in Higher Education,American Psychological Association Inc.journals@apa.org
c7ca1bea76c8fb54a531b00385dc8cc3c955d321,Latino Studies,"Palgrave Macmillan Ltd.HoundmillsBasingstoke, Hants.RG21 6XS"
69b5c2cd2822a1e3f5e976c21be3f7a58b6eda9e,Journal of International Migration and Integration,
f0ffbdd02aa91cdfba4930493442174877c38487,Race & Class,
ee281c8e4f9a654f57c07c8dc2a0996cf1954d58,Population and Development Review,Population Council
55e2f2fa55024ab1d27fdfe5f3d10bddbfa07d3c,Population & Development Review,
52b6ec7c7a8ce14d7ffcbec58f6b76b9dc6f6ac8,Population and Development Review,
730d6a4995bcf07551e3d01be011f99ab57768e9,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
b123ef0a5ff0bb53132b03df20ddf0c1c4973874,Refugee Survey Quarterly,
d0250001d74a3ed411409442372766d2988c6de0,International Migration,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
28af8dae7aa35ac7992d980a88f0055d82297787,International Migration Review,Center for Migration Studies
2209e4d447bb14d642d817dc050e59bfd0485167,Citizenship Studies,Carfax Publishing Company
fb389caddc269811b58ad4315abe71979f96c338,International Migration,
f35134c21fcd3209b186854fb45266c9347f3bfa,Migration Studies,Oxford University Press
9f4baf99ce40c5b0b07ea8d7bf3dad2089811e3f,Global Networks,Blackwell Publishing Ltd
61337ae3fdfca9c6a8383b33ea2f70680a11516b,Journal of Ethnic and Migration Studies,
352b2af90ac6b6c26f450509747e4df3544820b5,Race & Class,
5035c3a16bcd54bd8a243b047cde0f00c264806c,Journal of Ethnic and Migration Studies,
e08e69f0c8283e456e71a80b0fdf3382d287f7c8,Journal of Diversity in Higher Education,American Psychological Association Inc.journals@apa.org
b639c9cf60d7cb4da466379fc7d5e1c44fac725c,Identities,Routledgeaabs@uw.edu
e126807c43e796005bdfade6799135f6a4bc5534,Ethnicity and Health,Routledgeinfo@tandf.co.uk
b002bf8426ebd41479beacf587c4cff1baec37e5,Mobilities,Routledgeinfo@tandf.co.uk
c69f6cb794b8d1a97f0a9b279aa5f225d4c802e9,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
11fa8eb51c141133707ef013f65c148bee77405c,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
ae60e3a754f1e81e8aba2a5c3578a0cadbd9973e,Asian and Pacific Migration Journal,SAGE Publications Inc.claims@sagepub.com
